2022-08-19 13:58:54,156 DEBUG This is just debug message
2022-08-19 13:58:54,165 DEBUG processing images
2022-08-19 13:59:11,835 DEBUG processing images
2022-08-19 13:59:12,647 DEBUG processing images
2022-08-19 13:59:12,685 DEBUG Processed
2022-08-19 13:59:12,686 DEBUG Processed
2022-08-19 13:59:12,686 DEBU2022-08-19 13:59:13,622 DEBUG 
Shutting down container
2-08-19 13:59:12,687 DEBUG Processed
2022-08-19 13:59:12,688 DEBUG Processed
2022-08-19 13:59:12,688 DEBUG Processed
2022-08-19 13:59:12,689 DEBUG Processed
2022-08-19 13:59:12,689 DEBUG Processed
2022-08-19 13:59:12,690 DEBUG Processed
2022-08-19 13:59:12,690 DEBUG Processed
2022-08-19 13:59:12,691 DEBUG Processed
2022-08-19 13:59:12,691 DEBUG Processed
2022-08-19 13:59:12,692 DEBUG Processed
2022-08-19 13:59:12,692 DEBUG Processed
2022-08-19 13:59:12,693 DEBUG Processed
2022-08-19 13:59:12,693 DEBUG Processed
2022-08-19 13:59:12,694 DEBUG Processed
2022-08-19 13:59:12,694 DEBUG Processed
2022-08-19 13:59:12,695 DEBUG Processed
2022-08-19 13:59:12,695 DEBUG Processed
2022-08-19 13:59:12,696 DEBUG Processed
2022-08-19 13:59:12,696 DEBUG Processed
2022-08-19 13:59:12,696 DEBUG Processed
2022-08-19 13:59:12,699 DEBUG Processed
2022-08-19 13:59:12,700 DEBUG Processed
2022-08-19 13:59:12,701 DEBUG Processed
2022-08-19 13:59:12,701 DEBUG Processed
2022-08-19 13:59:12,702 DEBUG Processed
2022-08-19 13:59:12,702 DEBUG Processed
2022-08-19 13:59:12,703 DEBUG Processed
2022-08-19 13:59:12,703 DEBUG Processed
2022-08-19 13:59:12,704 DEBUG Processed
2022-08-19 13:59:12,704 DEBUG Processed
2022-08-19 13:59:12,705 DEBUG Processed
2022-08-19 13:59:12,705 DEBUG Processed
2022-08-19 13:59:12,706 DEBUG Processed
2022-08-19 13:59:12,706 DEBUG Processed
2022-08-19 13:59:12,707 DEBUG Processed
2022-08-19 13:59:12,707 DEBUG Processed
2022-08-19 13:59:12,708 DEBUG Processed
2022-08-19 13:59:12,708 DEBUG Processed
2022-08-19 13:59:12,708 DEBUG Processed
2022-08-19 13:59:12,709 DEBUG Processed
2022-08-19 13:59:12,709 DEBUG Processed
2022-08-19 13:59:12,710 DEBUG Processed
2022-08-19 13:59:12,710 DEBUG Processed
2022-08-19 13:59:12,711 DEBUG Processed
2022-08-19 13:59:12,711 DEBUG Processed
2022-08-19 13:59:12,712 DEBUG Processed
2022-08-19 13:59:12,712 DEBUG Processed
2022-08-19 13:59:12,713 DEBUG Processed
2022-08-19 13:59:12,713 DEBUG Processed
2022-08-19 13:59:12,714 DEBUG Processed
2022-08-19 13:59:12,714 DEBUG Processed
2022-08-19 13:59:12,715 DEBUG Processed
2022-08-19 13:59:12,717 DEBUG Processed
2022-08-19 13:59:12,717 DEBUG Processed
2022-08-19 13:59:12,718 DEBUG Processed
2022-08-19 13:59:12,718 DEBUG Processed
2022-08-19 13:59:12,719 DEBUG Processed
2022-08-19 13:59:12,719 DEBUG Processed
2022-08-19 13:59:12,720 DEBUG Processed
2022-08-19 13:59:12,721 DEBUG Processed
2022-08-19 13:59:12,721 DEBUG Processed
2022-08-19 13:59:12,722 DEBUG Processed
2022-08-19 13:59:12,722 DEBUG Processed
2022-08-19 13:59:12,723 DEBUG Processed
2022-08-19 13:59:12,723 DEBUG Processed
2022-08-19 13:59:12,724 DEBUG Processed
2022-08-19 13:59:12,724 DEBUG Processed
2022-08-19 13:59:12,724 DEBUG Processed
2022-08-19 13:59:12,725 DEBUG Processed
2022-08-19 13:59:12,726 DEBUG Processed
2022-08-19 13:59:12,727 DEBUG Processed
2022-08-19 13:59:12,727 DEBUG Processed
2022-08-19 13:59:12,728 DEBUG Processed
2022-08-19 13:59:12,730 DEBUG Processed
2022-08-19 13:59:12,730 DEBUG Processed
2022-08-19 13:59:12,731 DEBUG Processed
2022-08-19 13:59:12,731 DEBUG Processed
2022-08-19 13:59:12,732 DEBUG Processed
2022-08-19 13:59:12,732 DEBUG Processed
2022-08-19 13:59:12,737 DEBUG Processed
2022-08-19 13:59:12,737 DEBUG Processed
2022-08-19 13:59:12,738 DEBUG Processed
2022-08-19 13:59:12,738 DEBUG Processed
2022-08-19 13:59:12,739 DEBUG Processed
2022-08-19 13:59:12,740 DEBUG Processed
2022-08-19 13:59:12,740 DEBUG Processed
2022-08-19 13:59:12,741 DEBUG Processed
2022-08-19 13:59:12,741 DEBUG Processed
2022-08-19 13:59:12,741 DEBUG Processed
2022-08-19 13:59:12,742 DEBUG Processed
2022-08-19 13:59:12,742 DEBUG Processed
2022-08-19 13:59:12,743 DEBUG Processed
2022-08-19 13:59:12,743 DEBUG Processed
2022-08-19 13:59:12,744 DEBUG Processed
2022-08-19 13:59:12,745 DEBUG Processed
2022-08-19 13:59:12,745 DEBUG Processed
2022-08-19 13:59:12,746 DEBUG Processed
2022-08-19 13:59:12,746 DEBUG Processed
2022-08-19 13:59:12,747 DEBUG Processed
2022-08-19 13:59:12,748 DEBUG Processed
2022-08-19 13:59:12,748 DEBUG Processed
2022-08-19 13:59:12,749 DEBUG Processed
2022-08-19 13:59:12,750 DEBUG Processed
2022-08-19 13:59:12,751 DEBUG Processed
2022-08-19 13:59:12,753 DEBUG Processed
2022-08-19 13:59:12,754 DEBUG Processed
2022-08-19 13:59:12,755 DEBUG Processed
2022-08-19 13:59:12,755 DEBUG Processed
2022-08-19 13:59:12,756 DEBUG Processed
2022-08-19 13:59:12,756 DEBUG Processed
2022-08-19 13:59:12,757 DEBUG Processed
2022-08-19 13:59:12,757 DEBUG Processed
2022-08-19 13:59:12,758 DEBUG Processed
2022-08-19 13:59:12,759 DEBUG Processed
2022-08-19 13:59:12,759 DEBUG Processed
2022-08-19 13:59:12,760 DEBUG Processed
2022-08-19 13:59:12,761 DEBUG Processed
2022-08-19 13:59:12,761 DEBUG Processed
2022-08-19 13:59:12,762 DEBUG Processed
2022-08-19 13:59:12,762 DEBUG Processed
2022-08-19 13:59:12,763 DEBUG Processed
2022-08-19 13:59:12,764 DEBUG Processed
2022-08-19 13:59:12,764 DEBUG Processed
2022-08-19 13:59:12,765 DEBUG Processed
2022-08-19 13:59:12,768 DEBUG Processed
2022-08-19 13:59:12,769 DEBUG Processed
2022-08-19 13:59:12,770 DEBUG Processed
2022-08-19 13:59:12,770 DEBUG Processed
2022-08-19 13:59:12,771 DEBUG Processed
2022-08-19 13:59:12,771 DEBUG Processed
2022-08-19 13:59:12,772 DEBUG Processed
2022-08-19 13:59:12,772 DEBUG Processed
2022-08-19 13:59:12,773 DEBUG Processed
2022-08-19 13:59:12,773 DEBUG Processed
2022-08-19 13:59:12,774 DEBUG Processed
2022-08-19 13:59:12,774 DEBUG Processed
2022-08-19 13:59:12,775 DEBUG Processed
2022-08-19 13:59:12,776 DEBUG Processed
2022-08-19 13:59:12,776 DEBUG Processed
2022-08-19 13:59:12,777 DEBUG Processed
2022-08-19 13:59:12,777 DEBUG Processed
2022-08-19 13:59:12,777 DEBUG processing images
2022-08-19 13:59:13,097 WARNING 'predictions'
2022-08-19 13:59:13,110 DEBUG Processed
2022-08-19 13:59:13,111 DEBUG Processed
2022-08-19 13:59:13,112 DEBUG Processed
2022-08-19 13:59:13,113 DEBUG Processed
2022-08-19 13:59:13,113 DEBUG Processed
2022-08-19 13:59:13,114 DEBUG Processed
2022-08-19 13:59:13,114 DEBUG Processed
